 87.50 _ ____   0.000 ______     (c) UKW/TV-Arbeitskreis der AGDX  www.fmlist.org September 14, 2020, 10:00
 50.04                           LZ0SIX,Sofia KN12QP 
       V 838D   0.840 KN12QQ     Nova News,Sofia/bul. Peyo K. Yavorov-TV kula [NURTS Yavorov] (SFG) 
       V 838D   0.200 KN22IV     Nova News,Troyan/Kapincho (LOV) 
 95.80 H 8383   1.000 KN22TL     Radio Veselina,Stara Zagora/NURTS Stara Zagora (STZ) 
         8389   1.000 KN13KX     Radio Vitosha,Vidin/RRS Vidin (VDN) 
       V 8046   0.175 KN11RU     Radio Bella,Bansko/pl. Vazrazdane (BLG) 
 95.90 H 8386   0.500 KN33WD     Z-Rock,Varna/RPS Borovets-Gyundyuz (VRN) 
       H 837F   0.291 KN22EC     Radio Focus,Pazardzik/RPTS VETS Aleko [Deva broadcast] (PZK) 
       V 8381   0.100 KN12WV     Radio 1,Pravets/RRTS Pravets [Botevgrad / NURTS Pravec] (SOF) 
 96.00   8210   3.000 KN23UC     BNR Horizont,Veliko Tarnovo/RRTS Arbanasi (VLT) 
         837E   3.000 KN34HB     Radio N-Joy,Tutrakan/RRS Tutrakan (SIL) 
       H 8220   1.000 KN21IP     BNR Hristo Botev,Smoljan/Pamporovo-RRTS Snezanka (SMO) 
         824D         KN34HB     Darik Radio,Tutrakan/RRS Tutrakan (SIL) (p)
 96.10 V 8220   3.000 KN32TJ     BNR Hristo Botev,Burgas/Medni rid (BUR) 
       V 8381   0.253 KN23AA     Radio 1,Yablanica/NURTS Yablanitsa (LOV) 
 96.20 V 824D   1.000 KN11MS     Darik Radio,Kresna/RRTS Pastrets (BLG) 
         8398   1.000 KN12QQ     The Voice,Sofia/bul. Peyo K. Yavorov-TV kula [NURTS Yavorov] (SFG) 
       V 838F   0.234 KN32EP     Bulgaria On Air,Sliven/RPTS Deva Brodkast (SLI) 
 96.30   8210   0.500 KN13QB     BNR Horizont,Lakatnik (SOF) 
       V 8096   0.100 KN13US     River FM,Kozloduy/blok 30 (VRT) 
 96.40 V 8220   2.511 KN31BM     BNR Hristo Botev,Ivaylovgrad/RRS Ivaylovgrad (HSK) 
       V 8059   2.000 KN33XD     Radio Maia,Varna/kv. Galata, Zelenika-Bunkera 2 (VRN) 
       V 824D   1.000 KN22QV     Darik Radio,Gabrovo/RRTS Gradiste [NURTS Gabrovo] (GBV) 
       V 838C   0.630 KN22EC     Radio City,Pazardzik/RPTS VETS Aleko [Deva broadcast] (PZK) 
       H 8210   0.100 KN23KQ     BNR Horizont,Nikopol/RRS Nikopol (PLV) 
 96.50   824D   0.500 KN33GE     Darik Radio,Targoviste/h. Mladost-RTS Kodzakuz (TGV) 
       V 838B   0.400 KN13OF     Radio Energy,Berkovitsa/TVRS Mezdria (MNT) 
 96.60 V 824D   4.000 KN21PV     Darik Radio,Haskovo/RRS Aida (HSK) 
         8389   0.300 KN33VN     Radio Vitosha,Dobrich/RRTS (DOB) 
 96.70 V 8389   1.700 KN32RM     Radio Vitosha,Burgas/RRTS (BUR) 
       V 824D   1.000 KN23AA     Darik Radio,Yablanitsa/RRTS Yablanitsa (LOV) 
       V 838A   0.870 KN12QQ     Radio Veronika,Sofia/bul. Peyo K. Yavorov-TV kula [NURTS Yavorov] (SFG) 
         837F   0.500 KJ34GA     Radio Focus,Kubrat/Vodonaporna kula (RGD) 
       V 838A   0.494 KN23UC     Radio Veronika,Veliko Tarnovo/NURTS Arbanasi (VLT) 
       V 837F   0.300 KN12IG     Radio Focus,Kjustendil/Hisarlaka-RPTS Deva Brodkast (KYD) 
       H 8076   0.100 KN13KX     Radio Gama,Vidin/Hotel Rovno (VDN) 
 96.80 V 837F   2.269 KN21JN     Radio Focus,Smoljan/TVRTS Petrovitsa [NURTS Smoljan] (SMO) 
       V 838C   0.317 KN22TL     Radio City,Stara Zagora/NURTS Stara Zagora (STZ) 
 96.90 V 838A   0.600 KN12NA     Radio Veronika,Blagoevgrad/NURTS Blagoevgrad (BLG) 
       V 838B   0.200 KN33UE     Radio Energy,Devnya/NURTS Beloslav (VRN) 
 97.00   8236   0.500 KN33GN     BNR Radio Shumen,Razgrad/RRTS Razgrad [NURTS Razgrad] (RGD) 
       H 8389   0.480 KN22IB     Radio Vitosha,Plovdiv/Belashtitsa (PLD) 
       V 8381   0.365 KN32WV     Radio 1,Byala (VRN) 
       V 838F   0.200 KN12MO     Bulgaria On Air,Pernik/kv. Teva-blok 40 (PNK) 
 97.10   8383   3.000 KN21RK     Radio Veselina,Momchilgrad/NURTS Stramni rid (KZL) 
         8237   0.250 KN13KX     BNR Radio Vidin,Vidin/RRS Vidin (VDN) 
       V 838D   0.247 KN23UC     Nova News,Veliko Tarnovo/RRTS Arbanasi (VLT) 
       V 837E   0.167 KN11RV     Radio N-Joy,Razlog/sgrada Pogledets (BLG) 
 97.20 V 8235   7.079 KN32ER     BNR Radio Stara Zagora,Sliven/RRTS Karandila (SLI) 
         8043   0.350 KN12NG     Radio Astra Plus,Dupnitsa/RTS Loven dom (KYD) 
 97.30 V 838A   3.000 KN33XF     Radio Veronika,Varna/NURTS Varna (VRN) 
       V 824D   1.000 KN23ID     Darik Radio,Lovech/RRTS Stratesh (LOV) 
       H 804F   1.000 KN11ON     Radio Gea,Sandanski/s. Krastiltsi (BLG) 
       V 8381   0.253 KN21LM     Radio 1,Madan / NURTS Madan (SMO) 
 97.40 V 8380   1.580 KN23XU     BG Radio,Ruse/Hotel Riga (RUS) 
       V 838A   0.938 KN22TL     Radio Veronika,Stara Zagora/NURTS Stara Zagora (STZ) 
         8210   0.500 KN12VK     BNR Horizont,Ihtiman/RRS Ihtiman (SOF) 
       V        0.080 KN32WC     Start FM,Brodilovo/Papia (BUR) (p)
 97.60 V 837F   1.028 KN11NW     Radio Focus,Blagoevgrad/kray selo Tserovo-RTTS Vega (BLG) 
       H 8389   0.510 KN12PP     Radio Vitosha,Sofia/Hotel Kemlinski-Zografski (SFG) 
         8210   0.250 KN12HU     BNR Horizont,Tran/RRS Tran-1 (PNK) 
         8382   0.113 KN31AR     Radio FM+,Svilengrad/RRTS Sheynovets (HSK) 
 97.70 V 838F   0.744 KN21JN     Bulgaria On Air,Smoljan/TVRTS Petrovitsa [NURTS Smoljan] (SMO) 
       V 837F   0.300 KN23LA     Radio Focus,Sevlievo/NURTS Sevlievo (GBV) 
       H 837D   0.150 KN22ID     Magic FM,Plovdiv/Dzhendem tepe (PLD) 
 97.80 V 8380   3.000 KN33XF     BG Radio,Varna/NURTS Varna (VRN) 
         8220   1.000 KN13TF     BNR Hristo Botev,Vratsa/Kostalevo-RRTS Vratsa (VRT) 
       H 8386   0.480 KN13KX     Z-Rock,Vidin/RRS Vidin (VDN) 
 97.90 V 8381   0.149 KN12TG     Radio 1,Borovec/NURTS Borovec (SOF) 
 98.00 V 838B   0.500 KN32EP     Radio Energy,Sliven/RPTS Deva Brodkast (SLI) 
                0.500 KN23UC     Radio Veliko Tarnovo,Veliko Tarnovo/RRTS Arbanasi (VLT) 
       V 8397   0.430 KN32WC     Avtoradio,Tsarevo/Papia [NURTS Ahtopol] (BUR) 
         837F   0.300 KN23AA     Radio Focus,Yablanitsa/RRTS Yablanitsa (LOV) 
       V 8381   0.183 KN33QR     Radio 1,Tervel/NURTS Tervel (RGD) 
       V        0.080 KN32WC     ,Brodilovo/Papia (BUR) (p)
 98.10 V 8381   0.249 KN33GN     Radio 1,Razgrad/RRTS Razgrad [NURTS Razgrad] (RGD) 
       V 837F   0.150 KN22KA     Radio Focus,Asenovgrad/FiBank hotel Asenovets (PLD) 
 98.20 V 8233   1.288 KN43EJ     BNR Radio Varna,Kavarna/RPS Kaliakra (DOB) 
       V 838D   0.343 KN12IG     Nova News,Kjustendil/Hisarlaka-RPTS Deva Brodkast (KYD) 
       H 8220   0.100 KN23KQ     BNR Hristo Botev,Nikopol/RRS Nikopol (PLV) 
 98.30 V 8220   1.000 KN22TL     BNR Hristo Botev,Stara Zagora/NURTS Stara Zagora (STZ) 
         8094   1.000 KN32QL     Glasyt na Burgas,Burgas/kv. Meden Rudnik-Mestnost Shiloto [Deva broadcast] (BUR) 
       V 8388   0.910 KN12QQ     Radio 1 Rock,Sofia/bul. Peyo K. Yavorov-TV kula [NURTS Yavorov] (SFG) 
 98.40   8220   1.000 KN33BJ     BNR Hristo Botev,Popovo/Palamarca (TGV) 
       V 8220   1.000 KN12WV     BNR Hristo Botev,Pravets/RRTS Pravets [Botevgrad / NURTS Pravec] (SOF) 
 98.50 V 8220   9.550 KN11TN     BNR Hristo Botev,Gotse Delcev/RRTS Orelek (BLG) 
         838F   0.300 KN22EC     Bulgaria On Air,Pazardzik/RPTS VETS Aleko [Deva broadcast] (PZK) 
 98.60   8210   3.520 KN22AH     BNR Horizont,Vetren/Slavovitsa (PZK) (p)
       V 8236   3.019 KN23XT     BNR Radio Shumen,Ruse/RRTS Levent tabija (RUS) 
       V 838C   3.000 KN33XF     Radio City,Varna/NURTS Varna (VRN) 
         837D   0.260 KN22QV     Magic FM,Gabrovo/RRTS Gradiste [NURTS Gabrovo] (GBV) 
 98.70 V 8220   7.079 KN32ER     BNR Hristo Botev,Sliven/RRTS Karandila (SLI) 
         8398   1.000 KN32SN     The Voice,Pomorie/mestnost Lahna (BUR) 
 98.80   839B   1.000 KN21QP     bTV Radio,Kardzali/RRS Ivantsi [NURTS Kardzali] (KZL) 
       V 838B   0.635 KN12NA     Radio Energy,Blagoevgrad/NURTS Blagoevgrad (BLG) 
         824D   0.500 KN11OJ     Darik Radio,Petrich/Mladezki dom (BLG) 
         837F   0.100 KN12VK     Radio Focus,Ihtiman/RRS Ihtiman (SOF) 
 98.90 V 8238   1.995 KN31SX     BNR Burgas,Malko Tarnovo/TVRS Malko Tarnovo (BUR) 
         8383   0.500 KN33KG     Radio Veselina,Shumen/RRS 1 [NURTS Shumen] (SHM) 
       V 8220   0.316 KN21ES     BNR Hristo Botev,Devin/Grebenets-RRS Devin (SMO) 
       V 837E   0.100 KN12WV     Radio N-Joy,Pravets/RRTS Pravets [Botevgrad / NURTS Pravec] (SOF) 
 99.00 V 838A   1.726 KN23XT     Radio Veronika,Ruse/NURTS Ruse (RUS) 
         837F   0.400 KN11ON     Radio Focus,Sandanski/s. Krastiltsi (BLG) 
       H 8384   0.300 KN22AA     Radio Fresh!,Velingrad/TVRS Straza (PZK) 
       V 8383   0.200 KN22IV     Radio Veselina,Troyan/Kapincho (LOV) 
       H 8049   0.150 KN11RV     Radio Bumerang (Razlog),Razlog/sgrada Pogledets (BLG) 
 99.10 V 8383   0.500 KN12QQ     Radio Veselina,Sofia/bul. Peyo K. Yavorov-TV kula [NURTS Yavorov] (SFG) 
         8381   0.250 KN32LP     Radio 1,Karnobat/RRTS Markhova stapka (BUR) 
                      KN22IB     ,Plovdiv/Belashtitsa (PLD) (p)
 99.20 H 8220   6.606 KN21RK     BNR Hristo Botev,Momchilgrad/NURTS Stramni rid (KZL) 
 99.30 V 8220  44.700 KN12KI     BNR Hristo Botev,Kjustendil/RRTS vrakh Viden (KYD) 
       H 824D   1.000 KN33XF     Darik Radio,Varna/RRTS Frangata (VRN) 
       V 838B   0.182 KN23HJ     Radio Energy,Pleven/kv. Druzba-RRTS Pleven (PLV) 
 99.40 V 8210   0.616 KN22JN     BNR Horizont,Karlovo/RRS Voynyagovo (PLD) 
         8220   0.500 KN33GN     BNR Hristo Botev,Razgrad/RRTS Razgrad [NURTS Razgrad] (RGD) 
       V 837F   0.213 KN32UJ     Radio Focus,Sozopol/ulitsa Vikhren 2-sgrada na ViK (BUR) 
       H 838F   0.183 KN32IK     Bulgaria On Air,Yambol/RRS Bakadzik [NURTS Yambol] (YAM) 
         838F         KN12SI     Bulgaria On Air,Samokov/ulitsa Tsar Boris III 47 (SOF) 
 99.50 V 8220  28.000 KN13ND     BNR Hristo Botev,Berkovitsa/RRTS Petrohan (MNT) 
 99.60   8220   3.000 KN23UC     BNR Hristo Botev,Veliko Tarnovo/RRTS Arbanasi (VLT) 
       V 837F   1.086 KN32WU     Radio Focus,Obzor (BUR) 
       V 8381   0.300 KN11QU     Radio 1,Razlog/NURTS Razlog (BLG) 
       V 8380   0.100 KN12VK     BG Radio,Ihtiman/kv. Stipon (SOF) 
 99.70 V 8210  19.952 KN31AR     BNR Horizont,Svilengrad/RRTS Sheynovets (HSK) 
       V 838C   1.029 KN12QQ     Radio City,Sofia/bul. Peyo K. Yavorov-TV kula [NURTS Yavorov] (SFG) 
         837F   1.000 KN23XT     Radio Focus,Ruse/RRTS Levent tabija (RUS) 
       V 8380   0.630 KN22EC     BG Radio,Pazardzik/RPTS VETS Aleko [Deva broadcast] (PZK) 
 99.80   8210   1.000 KN13XR     BNR Horizont,Oryakhovo/RRS Oryakhovo (VRT) 
         838B   0.200 KN21NI     Radio Energy,Zlatograd (SMO) 
 99.90 V 838B   2.900 KN32QL     Radio Energy,Burgas/kv. Meden Rudnik-Mestnost Shiloto [Deva broadcast] (BUR) 
       V 8382   0.630 KN11NW     Radio FM+,Blagoevgrad/kray selo Tserovo-RTTS Vega (BLG) 
100.00   837F   1.000 KN23QO     Radio Focus,Svistov/Kuigovets-RPTS Rezonans (VLT) 
       V 8232   0.977 KN12TG     BNR Radio Sofia,Samokov/RRS Borovets (SOF) 
         8210   0.500 KN12FT     BNR Horizont,Znepole (PNK) (p)
         8210   0.500 KN14JC     BNR Horizont,Gamzovo (VDN) 
         8210   0.300 KN31BI     BNR Horizont,Dolno Lukovo (HSK) (p)
100.10 V 8210   1.660 KN22BO     BNR Horizont,Panagyuriste/RRTS vrakh Bratija (PZK) 
         8210   0.500 KN13RC     BNR Horizont,Eliseina (VRT) 
       H 8386   0.250 KN22TL     Z-Rock,Stara Zagora/NURTS Stara Zagora (STZ) 
       V 8234   0.195 KN22AA     BNR Radio Plovdiv,Velingrad/TVRS Straza (PZK) 
         838F   0.100 KN33GE     Bulgaria On Air,Targoviste/h. Mladost-RTS Kodzakuz (TGV) 
100.20 V 8220  20.000 KN23HJ     BNR Hristo Botev,Pleven/kv. Druzba-RRTS Pleven (PLV) 
         837D   2.900 KN13US     Magic FM,Kozloduj/NURTS Kozloduy (VRT) 
       V 8381   0.500 KN32TS     Radio 1,Nesebar/Slancev brig-RRTS Edelvajs (BUR) 
         837F   0.500 KN34PC     Radio Focus,Silistra/RRS Medzit tabija [NURTS Silistra] (SIL) 
100.30 V 8210  94.000 KN11TN     BNR Horizont,Gotse Delcev/RRTS Orelek (BLG) 
         8384   1.500 KN33WD     Radio Fresh!,Varna/RPTS UKV Praktika (VRN) 
       V 8384   0.744 KN12PP     Radio Fresh!,Sofia/Hotel Kopitoto (SOF) 
         8220   0.500 KN32FV     BNR Hristo Botev,Kotel/RRS Kotel (SLI) 
       V 8382   0.100 KN23UC     Radio FM+,Veliko Tarnovo/RPTS Rezonans (VLT) 
100.40 V 8220   3.630 KN33KG     BNR Hristo Botev,Shumen/RRS 1 [NURTS Shumen] (SHM) 
         8210   1.000 KN13NK     BNR Horizont,Dolna Verenitsa (MNT) 
       V 8056   0.230 KN22JD     KATRA FM,Plovdiv/RRS Sahat tepe [NURTS Plovdiv] (PLD) 
       V 837F   0.150 KN21SW     Radio Focus,Haskovo/ulitse Plovdivska 39 (HSK) 
100.50 V 838B   0.990 KN23XT     Radio Energy,Ruse/NURTS Ruse (RUS) 
       V 837E   0.400 KN23AA     Radio N-Joy,Yablanica/NURTS Yablanitsa (LOV) 
         8384   0.300 KN33VN     Radio Fresh!,Dobrich/RRTS (DOB) 
         837E   0.250 KN32LP     Radio N-Joy,Karnobat/RRTS Markhova stapka (BUR) 
100.60   837E   3.000 KN32VF     Radio N-Joy,Primorsko/RRTS Primorsko (BUR) 
       V 824D   2.100 KN12KI     Darik Radio,Kjustendil/RRTS vrakh Viden (KYD) 
       V 8234   0.630 KN21BP     BNR Radio Plovdiv,Dospat/RRS Dospat-1 (SMO) 
100.70 H 824D  24.000 KN34PC     Darik Radio,Silistra/RRS Medzit tabija [NURTS Silistra] (SIL) 
100.90 V 8210 117.500 KN22KR     BNR Horizont,Botev vrah/RRTS  (PLD) 
       V 8210  28.700 KN33XF     BNR Horizont,Varna/RRTS Frangata (VRN) 
                      KN11RV     ,Razlog/sgrada Pogledets (BLG) (p)
101.10   838B   3.000 KN32VF     Radio Energy,Primorsko/RRTS Primorsko (BUR) 
       V 839B   0.744 KN12PP     bTV Radio,Sofia/Hotel Kopitoto (SOF) 
       V 838F   0.500 KN12NA     Bulgaria On Air,Blagoevgrad/RRS (BLG) 
101.20 V 824D   6.800 KN32ER     Darik Radio,Sliven/RRTS Karandila (SLI) 
         837F   0.300 KN23ID     Radio Focus,Lovech/RRTS Stratesh (LOV) 
         837F   0.200 KN22AA     Radio Focus,Velingrad/TVRS Straza (PZK) 
101.30 V 838D   3.000 KN21RK     Nova News,Momchilgrad/NURTS Stramni rid (KZL) 
         824D   1.000 KN33BJ     Darik Radio,Popovo/Palamarca (TGV) 
101.40 V 8210  20.000 KN13ND     BNR Horizont,Berkovitsa/RRTS Petrohan (MNT) 
       V 837F   1.000 KN32WC     Radio Focus,Brodilovo/Papia (BUR) 
       V 837F   0.200 KN22QP     Radio Focus,Kazanlak/Hotel Zornitsa (STZ) 
101.50 V 8388   3.000 KN33XF     Radio 1 Rock,Varna/NURTS Varna (VRN) 
       V 838B   0.218 KN34PC     Radio Energy,Silistra/RRS Medzit tabija [NURTS Silistra] (SIL) 
101.60 H 8210   5.000 KN21IP     BNR Horizont,Smoljan/Pamporovo-RRTS Snezanka (SMO) 
       V 837E   1.030 KN23XT     Radio N-Joy,Ruse/RRTS Levent tabija (RUS) 
       V 837F   0.130 KN33NU     Radio Focus,Dulovo/Promislena zona Jug-siloz (SIL) 
101.70 V 8210   1.479 KN12TC     BNR Horizont,Yakoruda/RRTS Trestenik (BLG) 
       V 807B   1.000 KN12QQ     Radio Nova (Sofia),Sofia/bul. Peyo K. Yavorov-TV kula [NURTS Yavorov] (SFG) 
       V 837F   0.262 KN32EP     Radio Focus,Sliven/RPTS Deva Brodkast (SLI) 
       H 804A   0.168 KN22QV     Radio Bumerang (Gabrovo),Gabrovo/RTPS Bumerang FM (GBV) 
101.80   837E   1.000 KN32QL     Radio N-Joy,Burgas/kv. Meden Rudnik-Mestnost Shiloto [Deva broadcast] (BUR) 
       V 8397   0.400 KN13KX     Avtoradio,Vidin/Hotel Bononija (VDN) 
102.00 H 8210 100.000 KN33KM     BNR Horizont,Shumen/RRTS Venets (SHM) 
       V 837E   1.260 KN22IB     Radio N-Joy,Plovdiv/Belashtitsa (PLD) 
         8386   0.500 KN22QO     Z-Rock,Kazanlak//RRS Kazanlak (STZ) 
       V 838F   0.100 KN12WV     Bulgaria On Air,Pravets/RRTS Pravets [Botevgrad / NURTS Pravec] (SOF) 
102.10 V 8210  44.700 KN12KI     BNR Horizont,Kjustendil/RRTS vrakh Viden (KYD) 
       V 8210   2.162 KN21PK     BNR Horizont,Dzhebel/Starovo (KZL) 
       H 8386   0.233 KN21SW     Z-Rock,Haskovo/RRTS Haskovo (HSK) 
102.20 V 8210   1.000 KN32WC     BNR Horizont,Tsarevo/Papia [NURTS Ahtopol] (BUR) 
         8386   0.173 KN32GM     Z-Rock,Yambol (YAM) 
102.30 V 8210 100.000 KN13IP     BNR Horizont,Belogradcik/RRTS Karneva livada [NURTS Belogradchik] (VDN) 
       V 8231   9.772 KN11TN     BNR Radio Blagoevgrad,Gotse Delcev/RRTS Orelek (BLG) 
       V 8220   2.500 KN33VN     BNR Hristo Botev,Dobrich/RRTS (DOB) 
       V 8381   0.558 KN12NA     Radio 1,Blagoevgrad/NURTS Blagoevgrad (BLG) 
102.40 H 837F   0.300 KN23UC     Radio Focus,Veliko Tarnovo/RPTS Rezonans (VLT) 
       V 8210   0.250 KN12WV     BNR Horizont,Pravets/RRTS Pravets [Botevgrad / NURTS Pravec] (SOF) 
         8210   0.250 KN22EP     BNR Horizont,Koprivstitsa/RRS Koprivstitsa (SOF) 
         8210   0.150 KN12QW     BNR Horizont,Svoge/RRS Svoge-1 (SOF) 
102.50 H 8210  87.000 KN32TS     BNR Horizont,Nesebar/Slancev brig-RRTS Edelvajs (BUR) 
         8220   0.250 KN12TG     BNR Hristo Botev,Samokov/RRS Borovets (SOF) 
102.60 V 837F   1.000 KN22TL     Radio Focus,Stara Zagora/NURTS Stara Zagora (STZ) 
         824D   0.100 KN22AA     Darik Radio,Velingrad/TVRS Straza (PZK) 
       V 837F   0.100 KN33BI     Radio Focus,Popovo/s. Posabina (TGV) 
102.70 V 8210  20.000 KN23HJ     BNR Horizont,Pleven/kv. Druzba-RRTS Pleven (PLV) 
       V 838F   0.570 KN22IB     Bulgaria On Air,Plovdiv/Belashtitsa (PLD) 
       V 8380   0.206 KN13OF     BG Radio,Berkovitsa/TVRS Mezdria (MNT) 
102.80 V 837F   3.000 KN21RK     Radio Focus,Momchilgrad/NURTS Stramni rid (KZL) 
       V        1.000 KN21QP     ,Kardzali/RRS Ivantsi [NURTS Kardzali] (KZL) (p)
         8386   0.500 KN11UO     Z-Rock (bTV),Gotse Delcev/Vodoprecistvatelna stantsia [Deva broadcast] (BLG) 
102.90 H 8220   3.000 KN33QC     BNR Hristo Botev,Royak (VRN) 
       V 8380   2.148 KN32WC     BG Radio,Tsarevo/Papia [NURTS Ahtopol] (BUR) 
       H 824D   1.000 KN22JN     Darik Radio,Karlovo/RRS Voynyagovo (PLD) 
103.00 V 8210  31.622 KN23XT     BNR Horizont,Ruse/RRTS Levent tabija (RUS) 
       V 8210  10.000 KN12PP     BNR Horizont,Sofia/Kopitoto-KRTTS Vitosa (SFG) 
103.10 V 8234   1.260 KN21IP     BNR Radio Plovdiv,Smoljan/Pamporovo-RRTS Snezanka (SMO) 
103.20   8210   1.000 KN22QV     BNR Horizont,Gabrovo/RRTS Gradiste [NURTS Gabrovo] (GBV) 
       H 8383   1.000 KN13KX     Radio Veselina,Vidin/RRS Vidin (VDN) 
         8220   0.500 KN32LP     BNR Hristo Botev,Karnobat/RRTS Markhova stapka (BUR) 
       V 8231   0.500 KN12NA     BNR Radio Blagoevgrad,Blagoevgrad/RRS (BLG) 
103.30 V 8210   5.000 KN34PC     BNR Horizont,Silistra/RRS Medzit tabija [NURTS Silistra] (SIL) 
       H 8384   0.500 KN22IB     Radio Fresh!,Plovdiv/Belashtitsa (PLD) 
         824D         KN22WW     Darik Radio,Elena/TVRS Elena - Golyamata chuka (VLT) (p)
103.40 V 8233   4.570 KN33WD     BNR Radio Varna,Varna/RPS Borovets-Gyundyuz (VRN) 
         8210   1.000 KN13TF     BNR Horizont,Vratsa/Kostalevo-RRTS Vratsa (VRT) 
         838E   1.000 KN11PO     Radio Ultra,Sandanski/Voden izravnitel-mestnost Kartalovets (BLG) 
       V 8388   0.317 KN22TL     Radio 1 Rock,Stara Zagora/NURTS Stara Zagora (STZ) 
       V 837E   0.100 KN22IV     Radio N-Joy,Troyan/Kapincho (LOV) 
103.50   8210   3.000 KN33GN     BNR Horizont,Razgrad/RRTS Razgrad [NURTS Razgrad] (RGD) 
         8210   1.000 KN33BI     BNR Horizont,Popovo/s. Posabina (TGV) (c)
103.60 V 837F   0.500 KN12QQ     Radio Focus,Sofia/bul. Peyo K. Yavorov-TV kula [NURTS Yavorov] (SFG) 
       V 837F   0.250 KN23HJ     Radio Focus,Pleven/Panoramata (PLV) 
         838F   0.100 KN21QP     Bulgaria On Air,Kardzali/RRS Ivantsi [NURTS Kardzali] (KZL) 
       V        0.100 KN21ES     ,Devin/Grebenets-RRS Devin (SMO) (c)
103.70 V 8210   0.500 KN32FV     BNR Horizont,Kotel/RRS Kotel (SLI) 
       V 838F   0.300 KN33VN     Bulgaria On Air,Dobrich/RRTS (DOB) 
         838F   0.300 KN11QU     Bulgaria On Air,Razlog/NURTS Razlog (BLG) 
       H 8386   0.300 KN22JD     Z-Rock,Plovdiv/RRS Sahat tepe [NURTS Plovdiv] (PLD) 
103.80   8383   1.000 KN34PC     Radio Veselina,Silistra/RRS Medzit tabija [NURTS Silistra] (SIL) 
       V 837E   0.284 KN23ID     Radio N-Joy,Lovech/RRTS Stratesh (LOV) 
103.90 V 8237   5.000 KN13ND     BNR Radio Vidin,Berkovitsa/RRTS Petrohan (MNT) 
         8059   1.000 KN32RM     Radio Maia,Burgas/Interhotel Balgarija (BUR) 
       V 838F   0.500 KN23XT     Bulgaria On Air,Ruse/RRTS Levent tabija (RUS) 
       V 837E   0.450 KN12NA     Radio N-Joy,Blagoevgrad/RRS (BLG) 
104.00 H 824D   8.912 KN31AR     Darik Radio,Svilengrad/RRTS Sheynovets (HSK) 
       V 807A   0.500 KN12QQ     Jazz FM,Sofia/bul. Peyo K. Yavorov-TV kula [NURTS Yavorov] (SFG) 
       V 8381   0.400 KN22QV     Radio 1,Gabrovo/RRTS Gradiste [NURTS Gabrovo] (GBV) 
       V 838D   0.270 KN22AA     Nova News,Velingrad/TVRS Straza (PZK) (p)
104.10   8210   1.000 KN12NG     BNR Horizont,Dupnitsa/RTS Loven dom (KYD) 
         824D   0.500 KN32WC     Darik Radio,Tsarevo/Papia [NURTS Ahtopol] (BUR) 
104.20 V 8380   0.500 KN23HJ     BG Radio,Pleven/kv. Druzba-RRTS Pleven (PLV) 
         837E   0.180 KN32IK     Radio N-Joy,Yambol/RRS Bakadzik [NURTS Yambol] (YAM) 
104.30 V 8210   8.000 KN33VN     BNR Horizont,Dobrich/RRTS (DOB) 
       V 8388   1.000 KN22IB     Radio 1 Rock,Plovdiv/Belashtitsa (PLD) 
       V 8381   0.050 KN21RK     Radio 1,Momchilgrad/NURTS Stramni rid (KZL) 
104.40 V 824D   0.400 KN12WV     Darik Radio,Pravets/RRTS Pravets [Botevgrad / NURTS Pravec] (SOF) 
         837F   0.100 KN23UC     Radio Focus,Veliko Tarnovo/RPTS Rezonans (VLT) 
104.50 V 824D   5.000 KN32QL     Darik Radio,Burgas/kv. Meden Rudnik-Mestnost Shiloto [Deva broadcast] (BUR) 
       V 837F   3.000 KN34HB     Radio Focus,Tutrakan/RRS Tutrakan (SIL) 
       V 8381   2.630 KN21JN     Radio 1,Smoljan/TVRTS Petrovitsa [NURTS Smoljan] (SMO) 
       V 837F   0.500 KN11OI     Radio Focus,Petrich/Ilievska niva, hija Belasica (BLG) 
       V 838F   0.200 KN12HI     Bulgaria On Air,Kjustendil/bul. Rakovski 22-blok 4 (KYD) 
                      KN33JS     BNR Radio Shumen,Isperikh/RRS Isperikh (RGD) (c)
104.60   8232   0.500 KN12VK     BNR Radio Sofia,Ihtiman/RRS Ihtiman (SOF) 
         8384   0.118 KN22TL     Radio Fresh!,Stara Zagora/NURTS Stara Zagora (STZ) 
104.70   8397   0.400 KN23AA     Avtoradio,Yablanitsa/RRTS Yablanitsa (LOV) 
104.80 V 8220   6.000 KN33XF     BNR Hristo Botev,Varna/RRTS Frangata (VRN) 
         8386   0.500 KN22EC     Z-Rock (bTV),Pazardzik/RPTS VETS Aleko [Deva broadcast] (PZK) 
       V 8384   0.275 KN23UC     Radio Fresh!,Veliko Tarnovo/RPTS Rezonans (VLT) 
104.90 V 824D   1.000 KN33GN     Darik Radio,Razgrad/RRTS Razgrad [NURTS Razgrad] (RGD) 
105.00 H 8210  72.443 KN21RK     BNR Horizont,Momchilgrad/NURTS Stramni rid (KZL) 
       V 824D   3.200 KN12PP     Darik Radio,Sofia/Hotel Kopitoto (SOF) 
105.10 H 8386   0.460 KN32QL     Z-Rock,Burgas/kv. Meden Rudnik-Mestnost Shiloto [Deva broadcast] (BUR) 
       V        0.100 KN22FC     Radio Focus,Krichim/Novo selo (PLD) (p)
       V        0.100            ,Pechtera (PZK) (p)
