 87.50 _ ____   0.000 ______     (c) UKW/TV-Arbeitskreis der AGDX  www.fmlist.org September 14, 2020, 10:00
 50.04                           LZ0SIX,Sofia KN12QP 
105.20 H 8231   0.500 KN11MS     BNR Radio Blagoevgrad,Kresna/RRTS Pastrets (BLG) 
       H 838F   0.500 KN13KX     Bulgaria On Air,Vidin/RRS Vidin (VDN) 
       V 8388   0.500 KN23UC     Radio 1 Rock,Veliko Tarnovo/NURTS Arbanasi (VLT) 
105.30   8233   1.000 KN33QC     BNR Radio Varna,Royak (VRN) 
105.40 V 824D   5.000 KN22IA     Darik Radio,Plovdiv/RRTS Zdravets (PLD) 
         837E   3.000 KN43EJ     Radio N-Joy,Kavarna/RPS Kaliakra (DOB) 
       V 8059   0.330 KN33KG     Radio Maia,Shumen/RPS 3 (SHM) 
       V 8381   0.188 KN22KU     Radio 1,Apriltsi=?@8;F8 (LOV) 
105.50   838F   0.500 KN32WC     Bulgaria On Air,Tsarevo/Papia [NURTS Ahtopol] (BUR) 
         837F   0.200 KN21NI     Radio Focus,Zlatograd (SMO) 
105.60 V 809A   0.744 KN12PP     Radio Evropa - Novinite sega,Sofia/Hotel Kopitoto (SOF) 
105.70   806B   1.000 KN33WD     Radio Melody,Varna/RPTS UKV Praktika (VRN) 
         8383   1.000 KN11PO     Radio Veselina,Sandanski/Voden izravnitel-mestnost Kartalovets (BLG) 
       V 8384   0.257 KN32EP     Radio Fresh!,Sliven/RPTS Deva Brodkast (SLI) 
       H 8386   0.255 KN23UC     Z-Rock,Veliko Tarnovo/RPTS Rezonans (VLT) 
105.80 V 8210   2.437 KN21PV     BNR Horizont,Haskovo/RRS Aida (HSK) 
       V 838D   0.578 KN12NF     Nova News,Dupnitsa/Electro (KYD) 
       H        0.300 KN23XU     ,Ruse/Izcislitelen tsentar (RUS) (c)
       H 805A   0.200 KN34PC     Radio Melodia,Silistra/Plostad Slaveykov 20 (SIL) 
         8384   0.100 KN22DV     Radio Fresh!,Teteven/Sgradata na MBAL (LOV) 
105.90 V 8388   1.000 KN32QL     Radio 1 Rock,Burgas/kv. Meden Rudnik-Mestnost Shiloto [Deva broadcast] (BUR) 
       V 8066   0.030 KN33NT     Radio Dulovo,Dulovo/ulitse Vasil Levski-blok Nadezda-1 (SIL) 
106.00 V 8238   1.738 KN32GD     BNR Burgas,Elhovo, Izgrev (YAM) 
       V 8381   1.000 KN12QQ     Radio 1,Sofia/bul. Peyo K. Yavorov-TV kula [NURTS Yavorov] (SFG) 
       V 8398   0.500 KN22ID     The Voice,Plovdiv/Dzhendem tepe (PLD) 
       V 8386   0.207 KN33GN     Z-Rock,Razgrad/RRTS Razgrad [NURTS Razgrad] (RGD) 
         838F   0.200 KN22AA     Bulgaria On Air,Velingrad/TVRS Straza (PZK) 
       V 837F   0.100 KN33OI     Radio Focus,Novi Pazar/MBAL Dobri Voynikov (SHM) 
106.10   8220   1.000 KN31SX     BNR Hristo Botev,Malko Tarnovo/TVRS Malko Tarnovo (BUR) 
       V 8389   0.085 KN23HJ     Radio Vitosha,Pleven/Institut po furazitnite kulturi (PLV) 
106.20 H 824D   1.000 KN11TN     Darik Radio,Gotse Delcev/RRTS Orelek (BLG) 
         838C   0.500 KN12LD     Radio City,Boboshevo/RRS (KYD) 
       V 8067   0.209 KN22WW     Radio Rezonans,Elena/RRS Elena - Gorni Chukani (VLT) 
       H 837E   0.186 KN22TL     Radio N-Joy,Stara Zagora/NURTS Stara Zagora (STZ) 
106.30   8383   0.465 KN33XF     Radio Veselina,Varna/RRTS Frangata (VRN) 
106.40 V 824D   1.000 KN13ND     Darik Radio,Berkovitsa/RRTS Petrohan (MNT) 
       V 8389   0.500 KN32DQ     Radio Vitosha,Sliven/Sv. Krastyo (SLI) 
106.50   8389   1.000 KN21QP     Radio Vitosha,Kardzali/RRS Ivantsi [NURTS Kardzali] (KZL) 
       V 837F   0.500 KN32QL     Radio Focus,Burgas/kv. Meden Rudnik-Mestnost Shiloto [Deva broadcast] (BUR) 
         8383   0.480 KN22IB     Radio Veselina,Plovdiv/Belashtitsa (PLD) 
       V 837E   0.300 KN33KG     Radio N-Joy,Shumen/RRS 1 [NURTS Shumen] (SHM) 
106.60 V 8231   3.160 KN12KI     BNR Radio Blagoevgrad,Kjustendil/RRTS vrakh Viden (KYD) 
       H 824D   3.000 KN23UC     Darik Radio,Veliko Tarnovo/RPTS Rezonans (VLT) 
106.80 V 8237   1.500 KN13IP     BNR Radio Vidin,Belogradcik/RRTS Karneva livada [NURTS Belogradchik] (VDN) 
       V 838C   1.122 KN11NR     Radio City,Kresna/Radiotsentar Kotata [Vega] (BLG) 
       V 824D   1.000 KN43EJ     Darik Radio,Kavarna/RPS Kaliakra (DOB) 
       V 824D   0.912 KN22TL     Darik Radio,Stara Zagora/NURTS Stara Zagora (STZ) 
         839B   0.150 KN22AA     bTV Radio,Velingrad/TVRS Straza (PZK) 
106.90 V 837E   0.500 KN12QQ     Radio N-Joy,Sofia/bul. Peyo K. Yavorov-TV kula [NURTS Yavorov] (SFG) 
       V 8381   0.200 KN22IV     Radio 1,Troyan/Kapincho (LOV) 
       H 837E   0.100 KN33GN     Radio N-Joy,Razgrad/RRTS Razgrad [NURTS Razgrad] (RGD) 
107.00 H 824D   1.000 KN21IP     Darik Radio,Smoljan/Pamporovo-RRTS Snezanka (SMO) 
       H 837E   0.150 KN12MO     Radio N-Joy,Pernik/kv. Teva-blok 40 (PNK) 
107.10 V 838F   1.166 KN32QL     Bulgaria On Air,Burgas/kv. Meden Rudnik-Mestnost Shiloto [Deva broadcast] (BUR) 
107.20 V 824D   2.100 KN12NA     Darik Radio,Blagoevgrad/RRS (BLG) 
       V 8220   1.905 KN34PC     BNR Hristo Botev,Silistra/RRS Medzit tabija [NURTS Silistra] (SIL) 
       V 8077   0.268 KN23ID     Radio Zetra,Lovech/Sgradata na Oblastna uprava (LOV) 
       V 838B   0.100 KN33QC     Radio Energy,Provadiya/NURTS Provadiya (VRN) 
107.30 V 824D   1.000 KN13TF     Darik Radio,Vratsa/Kostalevo-RRTS Vratsa (VRT) 
107.40   824D   1.000 KN22BO     Darik Radio,Panagyuriste/RRTS vrakh Bratija (PZK) 
                0.300 KN12NG     Plus Radio,Dupnitsa/RTS Loven dom (KYD) 
       V 837E   0.288 KN22QV     Radio N-Joy,Gabrovo/RTPS Bumerang FM (GBV) 
       V 837F   0.107 KN33GE     Radio Focus,Targoviste/h. Mladost-RTS Kodzakuz (TGV) 
107.50 V 837F   1.000 KN32UP     Radio Focus,Nesebar/Slancev briag-h.Burgas biyc (BUR) 
       H 8398   1.000 KN21QP     The Voice,Kardzali/RRS Ivantsi [NURTS Kardzali] (KZL) 
         837E   0.100 KN12TA     Radio N-Joy,Yakoruda/TVRS Yakoruda (BLG) 
107.60 V 8381   0.300 KN23HJ     Radio 1,Pleven/kv. Druzba-RRTS Pleven (PLV) 
       V 8381   0.150 KN22KA     Radio 1,Asenovgrad/FiBank hotel Asenovets (PLD) 
107.70 V 824D   3.000 KN33VN     Darik Radio,Dobrich/RRTS (DOB) 
         837F   1.000 KN13KX     Radio Focus,Vidin/Hotel Rovno (VDN) 
       V 837F   0.650 KN11NV     Radio Focus,Simitli/Radiotsentar Vega (BLG) 
107.80 V 8235   4.073 KN31AR     BNR Radio Stara Zagora,Svilengrad/RRTS Sheynovets (HSK) 
         8384   0.500 KN22JN     Radio Fresh!,Karlovo/RRS Voynyagovo (PLD) 
       V 837E   0.185 KN22KU     Radio N-Joy,Apriltsi=?@8;F8 (LOV) 
       V 837F   0.050 KN12VV     Radio Focus,Botevgrad/Hotel Botevgrad (SOF) 
107.90 H 824D   1.000 KN23QO     Darik Radio,Svistov/Kuigovets-RPTS Rezonans (VLT) 
       H 838E   0.200 KN12MO     Radio Ultra,Pernik/Hotel Struma (PNK) 
       H 837E   0.150 KN32WU     Radio N-Joy,Obzor/Stopanski dvor (BUR) 
